QBER_Value,Attack_detected
0.511336,0
QBER_Value,Attack_detected
0.491572,1
QBER_Value,Attack_detected
0.479658,0
QBER_Value,Attack_detected
0.4916,1
QBER_Value,Attack_detected
0.5004,0
QBER_Value,Attack_detected
0.485441,1
QBER_Value,Attack_detected
0.501789,0
QBER_Value,Attack_detected
0.495792,1
QBER_Value,Attack_detected
0.508171,0
QBER_Value,Attack_detected
0.475586,1
QBER_Value,Attack_detected
0.495652,0
QBER_Value,Attack_detected
0.49185,1
QBER_Value,Attack_detected
0.509509,0
QBER_Value,Attack_detected
0.502226,1
QBER_Value,Attack_detected
0.483347,0
QBER_Value,Attack_detected
0.507686,1
QBER_Value,Attack_detected
0.50142,0
QBER_Value,Attack_detected
0.498193,1
QBER_Value,Attack_detected
0.491054,0
QBER_Value,Attack_detected
0.498795,1
QBER_Value,Attack_detected
0.490718,0
QBER_Value,Attack_detected
0.503811,1
QBER_Value,Attack_detected
0.495169,0
QBER_Value,Attack_detected
0.500397,1
QBER_Value,Attack_detected
0.472334,0
QBER_Value,Attack_detected
0.503805,1
QBER_Value,Attack_detected
0.497797,0
QBER_Value,Attack_detected
0.51641,1
QBER_Value,Attack_detected
0.491465,0
QBER_Value,Attack_detected
0.500985,1
QBER_Value,Attack_detected
0.482281,0
QBER_Value,Attack_detected
0.493376,1
QBER_Value,Attack_detected
0.491172,0
QBER_Value,Attack_detected
0.499802,1
QBER_Value,Attack_detected
0.499794,0
QBER_Value,Attack_detected
0.501796,1
QBER_Value,Attack_detected
0.507246,0
QBER_Value,Attack_detected
0.518695,1
QBER_Value,Attack_detected
0.506634,0
QBER_Value,Attack_detected
0.5,1
QBER_Value,Attack_detected
0.501418,0
QBER_Value,Attack_detected
0.4968,1
QBER_Value,Attack_detected
0.488418,0
QBER_Value,Attack_detected
0.49455,1
QBER_Value,Attack_detected
0.501606,0
QBER_Value,Attack_detected
0.499181,1
QBER_Value,Attack_detected
0.50312,0
QBER_Value,Attack_detected
0.521337,1
QBER_Value,Attack_detected
0.4879,0
QBER_Value,Attack_detected
0.516337,1
QBER_Value,Attack_detected
0.502342,0
QBER_Value,Attack_detected
0.511814,1
QBER_Value,Attack_detected
0.491764,0
QBER_Value,Attack_detected
0.516142,1
QBER_Value,Attack_detected
0.497207,0
QBER_Value,Attack_detected
0.492032,1
QBER_Value,Attack_detected
0.511401,0
QBER_Value,Attack_detected
0.49702,1
QBER_Value,Attack_detected
0.489772,0
QBER_Value,Attack_detected
0.484027,1
QBER_Value,Attack_detected
0.489558,0
QBER_Value,Attack_detected
0.513743,1
QBER_Value,Attack_detected
0.508765,0
QBER_Value,Attack_detected
0.506633,1
QBER_Value,Attack_detected
0.488668,0
QBER_Value,Attack_detected
0.494578,1
QBER_Value,Attack_detected
0.504943,0
QBER_Value,Attack_detected
0.506058,1
QBER_Value,Attack_detected
0.500994,0
QBER_Value,Attack_detected
0.490415,1
QBER_Value,Attack_detected
0.49601,0
QBER_Value,Attack_detected
0.49022,1
QBER_Value,Attack_detected
0.481248,0
QBER_Value,Attack_detected
0.505446,1
QBER_Value,Attack_detected
0.486127,0
QBER_Value,Attack_detected
0.496165,1
QBER_Value,Attack_detected
0.504751,0
QBER_Value,Attack_detected
0.498401,1
QBER_Value,Attack_detected
0.497963,0
QBER_Value,Attack_detected
0.490866,1
QBER_Value,Attack_detected
0.479592,0
QBER_Value,Attack_detected
0.520708,1
QBER_Value,Attack_detected
0.507573,0
QBER_Value,Attack_detected
0.498565,1
QBER_Value,Attack_detected
0.503959,0
QBER_Value,Attack_detected
0.50201,1
QBER_Value,Attack_detected
0.492714,0
QBER_Value,Attack_detected
0.504072,1
QBER_Value,Attack_detected
0.508743,0
QBER_Value,Attack_detected
0.493317,1
QBER_Value,Attack_detected
0.518242,0
QBER_Value,Attack_detected
0.513729,1
QBER_Value,Attack_detected
0.512003,0
QBER_Value,Attack_detected
0.498038,1
QBER_Value,Attack_detected
0.496451,0
QBER_Value,Attack_detected
0.5088,1
QBER_Value,Attack_detected
0.503617,0
QBER_Value,Attack_detected
0.494327,1
QBER_Value,Attack_detected
0.50741,0
QBER_Value,Attack_detected
0.503218,1
QBER_Value,Attack_detected
0.479015,0
QBER_Value,Attack_detected
0.490204,1
QBER_Value,Attack_detected
0.488519,0
QBER_Value,Attack_detected
0.502394,1
QBER_Value,Attack_detected
0.506143,0
QBER_Value,Attack_detected
0.506784,1
QBER_Value,Attack_detected
0.496628,0
QBER_Value,Attack_detected
0.495424,1
QBER_Value,Attack_detected
0.49552,0
QBER_Value,Attack_detected
0.502217,1
QBER_Value,Attack_detected
0.492609,0
QBER_Value,Attack_detected
0.494359,1
QBER_Value,Attack_detected
0.489081,0
QBER_Value,Attack_detected
0.502593,1
QBER_Value,Attack_detected
0.498002,0
QBER_Value,Attack_detected
0.497216,1
QBER_Value,Attack_detected
0.498403,0
QBER_Value,Attack_detected
0.504522,1
QBER_Value,Attack_detected
0.500395,0
QBER_Value,Attack_detected
0.49877,1
QBER_Value,Attack_detected
0.479015,0
QBER_Value,Attack_detected
0.504019,1
QBER_Value,Attack_detected
0.474323,0
QBER_Value,Attack_detected
0.477581,1
QBER_Value,Attack_detected
0.493318,0
QBER_Value,Attack_detected
0.503021,1
QBER_Value,Attack_detected
0.4892,0
QBER_Value,Attack_detected
0.505775,1
QBER_Value,Attack_detected
0.494636,0
QBER_Value,Attack_detected
0.475561,1
QBER_Value,Attack_detected
0.499409,0
QBER_Value,Attack_detected
0.472749,1
QBER_Value,Attack_detected
0.501994,0
QBER_Value,Attack_detected
0.490412,1
QBER_Value,Attack_detected
0.503848,0
QBER_Value,Attack_detected
0.495818,1
QBER_Value,Attack_detected
0.52749,0
QBER_Value,Attack_detected
0.505934,1
QBER_Value,Attack_detected
0.497025,0
QBER_Value,Attack_detected
0.489579,1
QBER_Value,Attack_detected
0.489628,0
QBER_Value,Attack_detected
0.491456,1
QBER_Value,Attack_detected
0.476457,0
QBER_Value,Attack_detected
0.511962,1
QBER_Value,Attack_detected
0.502415,0
QBER_Value,Attack_detected
0.506855,1
QBER_Value,Attack_detected
0.494387,0
QBER_Value,Attack_detected
0.484653,1
QBER_Value,Attack_detected
0.499389,0
QBER_Value,Attack_detected
0.517864,1
QBER_Value,Attack_detected
0.515974,0
QBER_Value,Attack_detected
0.518068,1
QBER_Value,Attack_detected
0.494483,0
QBER_Value,Attack_detected
0.482961,1
QBER_Value,Attack_detected
0.504249,0
QBER_Value,Attack_detected
0.503172,1
QBER_Value,Attack_detected
0.497126,0
QBER_Value,Attack_detected
0.513872,1
QBER_Value,Attack_detected
0.491868,0
QBER_Value,Attack_detected
0.493763,1
QBER_Value,Attack_detected
0.492128,0
QBER_Value,Attack_detected
0.492008,1
QBER_Value,Attack_detected
0.507445,0
QBER_Value,Attack_detected
0.507373,1
QBER_Value,Attack_detected
0.490497,0
QBER_Value,Attack_detected
0.500802,1
QBER_Value,Attack_detected
0.5139,0
QBER_Value,Attack_detected
0.503832,1
QBER_Value,Attack_detected
0.469062,0
QBER_Value,Attack_detected
0.48888,1
QBER_Value,Attack_detected
0.504338,0
QBER_Value,Attack_detected
0.505911,1
QBER_Value,Attack_detected
0.528909,0
QBER_Value,Attack_detected
0.49022,1
QBER_Value,Attack_detected
0.49475,0
QBER_Value,Attack_detected
0.507389,1
QBER_Value,Attack_detected
0.497191,0
QBER_Value,Attack_detected
0.504815,1
QBER_Value,Attack_detected
0.50239,0
QBER_Value,Attack_detected
0.509866,1
QBER_Value,Attack_detected
0.503589,0
QBER_Value,Attack_detected
0.500418,1
QBER_Value,Attack_detected
0.500392,0
QBER_Value,Attack_detected
0.49881,1
QBER_Value,Attack_detected
0.4818,0
QBER_Value,Attack_detected
0.504747,1
QBER_Value,Attack_detected
0.51145,0
QBER_Value,Attack_detected
0.494628,1
QBER_Value,Attack_detected
0.475981,0
QBER_Value,Attack_detected
0.503609,1
QBER_Value,Attack_detected
0.483665,0
QBER_Value,Attack_detected
0.499209,1
QBER_Value,Attack_detected
0.489533,0
QBER_Value,Attack_detected
0.503372,1
QBER_Value,Attack_detected
0.491907,0
QBER_Value,Attack_detected
0.497131,1
QBER_Value,Attack_detected
0.500412,0
QBER_Value,Attack_detected
0.49683,1
QBER_Value,Attack_detected
0.499012,0
QBER_Value,Attack_detected
0.499213,1
QBER_Value,Attack_detected
0.485887,0
QBER_Value,Attack_detected
0.504205,1
QBER_Value,Attack_detected
0.500973,0
QBER_Value,Attack_detected
0.520817,1
QBER_Value,Attack_detected
0.497218,0
QBER_Value,Attack_detected
0.505433,1
QBER_Value,Attack_detected
0.507065,0
QBER_Value,Attack_detected
0.492351,1
QBER_Value,Attack_detected
0.499192,0
QBER_Value,Attack_detected
0.496371,1
QBER_Value,Attack_detected
0.4864,0
QBER_Value,Attack_detected
0.487923,1
QBER_Value,Attack_detected
0.488577,0
QBER_Value,Attack_detected
0.517915,1
QBER_Value,Attack_detected
0.507264,0
QBER_Value,Attack_detected
0.497198,1
QBER_Value,Attack_detected
0.497186,0
QBER_Value,Attack_detected
0.485816,1
QBER_Value,Attack_detected
0.494715,0
QBER_Value,Attack_detected
0.515543,1
QBER_Value,Attack_detected
0.501443,0
QBER_Value,Attack_detected
0.503004,1
QBER_Value,Attack_detected
0.48454,0
QBER_Value,Attack_detected
0.486661,1
QBER_Value,Attack_detected
0.512974,0
QBER_Value,Attack_detected
0.499404,1
QBER_Value,Attack_detected
0.498773,0
QBER_Value,Attack_detected
0.49862,1
QBER_Value,Attack_detected
0.502459,0
QBER_Value,Attack_detected
0.515325,1
QBER_Value,Attack_detected
0.516063,0
QBER_Value,Attack_detected
0.501388,1
QBER_Value,Attack_detected
0.519647,0
QBER_Value,Attack_detected
0.515718,1
QBER_Value,Attack_detected
0.504092,0
QBER_Value,Attack_detected
0.505133,1
QBER_Value,Attack_detected
0.47553,0
QBER_Value,Attack_detected
0.495686,1
QBER_Value,Attack_detected
0.490236,0
QBER_Value,Attack_detected
0.522187,1
QBER_Value,Attack_detected
0.489243,0
QBER_Value,Attack_detected
0.527666,1
QBER_Value,Attack_detected
0.502791,0
QBER_Value,Attack_detected
0.514251,1
QBER_Value,Attack_detected
0.49614,0
QBER_Value,Attack_detected
0.493942,1
QBER_Value,Attack_detected
0.507612,0
QBER_Value,Attack_detected
0.510943,1
QBER_Value,Attack_detected
0.50176,0
QBER_Value,Attack_detected
0.50831,1
QBER_Value,Attack_detected
0.507064,0
QBER_Value,Attack_detected
0.507753,1
QBER_Value,Attack_detected
0.507618,0
QBER_Value,Attack_detected
0.500591,1
QBER_Value,Attack_detected
0.5002,0
QBER_Value,Attack_detected
0.515619,1
QBER_Value,Attack_detected
0.50081,0
QBER_Value,Attack_detected
0.496563,1
QBER_Value,Attack_detected
0.503471,0
QBER_Value,Attack_detected
0.513721,1
QBER_Value,Attack_detected
0.503918,0
QBER_Value,Attack_detected
0.484236,1
QBER_Value,Attack_detected
0.501011,0
QBER_Value,Attack_detected
0.496029,1
QBER_Value,Attack_detected
0.5064,0
QBER_Value,Attack_detected
0.518131,1
QBER_Value,Attack_detected
0.504414,0
QBER_Value,Attack_detected
0.523434,1
QBER_Value,Attack_detected
0.509062,0
QBER_Value,Attack_detected
0.515152,1
QBER_Value,Attack_detected
0.506958,0
QBER_Value,Attack_detected
0.488124,1
QBER_Value,Attack_detected
0.494113,0
QBER_Value,Attack_detected
0.489821,1
QBER_Value,Attack_detected
0.510083,0
QBER_Value,Attack_detected
0.495887,1
QBER_Value,Attack_detected
0.520433,0
QBER_Value,Attack_detected
0.487304,1
QBER_Value,Attack_detected
0.501002,0
QBER_Value,Attack_detected
0.497621,1
QBER_Value,Attack_detected
0.493807,0
QBER_Value,Attack_detected
0.494567,1
QBER_Value,Attack_detected
0.488695,0
QBER_Value,Attack_detected
0.504284,1
QBER_Value,Attack_detected
0.512275,0
QBER_Value,Attack_detected
0.517228,1
QBER_Value,Attack_detected
0.503826,0
QBER_Value,Attack_detected
0.487961,1
QBER_Value,Attack_detected
0.484667,0
QBER_Value,Attack_detected
0.484621,1
QBER_Value,Attack_detected
0.501811,0
QBER_Value,Attack_detected
0.490243,1
QBER_Value,Attack_detected
0.495958,0
QBER_Value,Attack_detected
0.496566,1
QBER_Value,Attack_detected
0.503879,0
QBER_Value,Attack_detected
0.497393,1
QBER_Value,Attack_detected
0.491322,0
QBER_Value,Attack_detected
0.502226,1
QBER_Value,Attack_detected
0.52,0
QBER_Value,Attack_detected
0.484933,1
QBER_Value,Attack_detected
0.494341,0
QBER_Value,Attack_detected
0.501392,1
QBER_Value,Attack_detected
0.518837,0
QBER_Value,Attack_detected
0.509881,1
QBER_Value,Attack_detected
0.510099,0
QBER_Value,Attack_detected
0.510554,1
QBER_Value,Attack_detected
0.492908,0
QBER_Value,Attack_detected
0.494081,1
QBER_Value,Attack_detected
0.485235,0
QBER_Value,Attack_detected
0.509278,1
QBER_Value,Attack_detected
0.478856,0
QBER_Value,Attack_detected
0.493706,1
QBER_Value,Attack_detected
0.490251,0
QBER_Value,Attack_detected
0.492025,1
QBER_Value,Attack_detected
0.492266,0
QBER_Value,Attack_detected
0.48316,1
QBER_Value,Attack_detected
0.514,0
QBER_Value,Attack_detected
0.485929,1
QBER_Value,Attack_detected
0.499393,0
QBER_Value,Attack_detected
0.49406,1
QBER_Value,Attack_detected
0.510269,0
QBER_Value,Attack_detected
0.51237,1
QBER_Value,Attack_detected
0.501394,0
QBER_Value,Attack_detected
0.513889,1
QBER_Value,Attack_detected
0.491397,0
QBER_Value,Attack_detected
0.494741,1
QBER_Value,Attack_detected
0.49472,0
QBER_Value,Attack_detected
0.507123,1
QBER_Value,Attack_detected
0.501425,0
QBER_Value,Attack_detected
0.515568,1
QBER_Value,Attack_detected
0.512126,0
QBER_Value,Attack_detected
0.511049,1
QBER_Value,Attack_detected
0.496261,0
QBER_Value,Attack_detected
0.496999,1
QBER_Value,Attack_detected
0.48287,0
QBER_Value,Attack_detected
0.485783,1
QBER_Value,Attack_detected
0.50454,0
QBER_Value,Attack_detected
0.50768,1
QBER_Value,Attack_detected
0.48824,0
QBER_Value,Attack_detected
0.514513,1
QBER_Value,Attack_detected
0.4949,0
QBER_Value,Attack_detected
0.49249,1
QBER_Value,Attack_detected
0.507987,0
QBER_Value,Attack_detected
0.504839,1
QBER_Value,Attack_detected
0.503491,0
QBER_Value,Attack_detected
0.491004,1
QBER_Value,Attack_detected
0.497034,0
QBER_Value,Attack_detected
0.494156,1
QBER_Value,Attack_detected
0.5004,0
QBER_Value,Attack_detected
0.492121,1
QBER_Value,Attack_detected
0.509756,0
QBER_Value,Attack_detected
0.504624,1
QBER_Value,Attack_detected
0.482554,0
QBER_Value,Attack_detected
0.506838,1
QBER_Value,Attack_detected
0.504382,0
QBER_Value,Attack_detected
0.52496,1
QBER_Value,Attack_detected
0.506441,0
QBER_Value,Attack_detected
0.502233,1
QBER_Value,Attack_detected
0.52051,0
QBER_Value,Attack_detected
0.518131,1
QBER_Value,Attack_detected
0.511164,0
QBER_Value,Attack_detected
0.503231,1
QBER_Value,Attack_detected
0.507522,0
QBER_Value,Attack_detected
0.48987,1
QBER_Value,Attack_detected
0.514571,0
QBER_Value,Attack_detected
0.501782,1
QBER_Value,Attack_detected
0.504439,0
QBER_Value,Attack_detected
0.514641,1
QBER_Value,Attack_detected
0.509921,0
QBER_Value,Attack_detected
0.48063,1
QBER_Value,Attack_detected
0.500405,0
QBER_Value,Attack_detected
0.49687,1
QBER_Value,Attack_detected
0.494649,0
QBER_Value,Attack_detected
0.497761,1
QBER_Value,Attack_detected
0.509524,0
QBER_Value,Attack_detected
0.498587,1
QBER_Value,Attack_detected
0.502804,0
QBER_Value,Attack_detected
0.505816,1
QBER_Value,Attack_detected
0.505929,0
QBER_Value,Attack_detected
0.499593,1
QBER_Value,Attack_detected
0.502425,0
QBER_Value,Attack_detected
0.506247,1
QBER_Value,Attack_detected
0.493646,0
QBER_Value,Attack_detected
0.488525,1
QBER_Value,Attack_detected
0.510672,0
QBER_Value,Attack_detected
0.500407,1
QBER_Value,Attack_detected
0.494598,0
QBER_Value,Attack_detected
0.504986,1
QBER_Value,Attack_detected
0.50278,0
QBER_Value,Attack_detected
0.499389,1
QBER_Value,Attack_detected
0.514753,0
QBER_Value,Attack_detected
0.499797,1
QBER_Value,Attack_detected
0.500207,0
QBER_Value,Attack_detected
0.509709,1
QBER_Value,Attack_detected
0.491193,0
QBER_Value,Attack_detected
0.496549,1
QBER_Value,Attack_detected
0.488934,0
QBER_Value,Attack_detected
0.498041,1
QBER_Value,Attack_detected
0.497792,0
QBER_Value,Attack_detected
0.49521,1
QBER_Value,Attack_detected
0.510562,0
QBER_Value,Attack_detected
0.496371,1
QBER_Value,Attack_detected
0.50201,0
QBER_Value,Attack_detected
0.504966,1
QBER_Value,Attack_detected
0.488592,0
QBER_Value,Attack_detected
0.482881,1
QBER_Value,Attack_detected
0.502643,0
QBER_Value,Attack_detected
0.495338,1
QBER_Value,Attack_detected
0.502802,0
QBER_Value,Attack_detected
0.486884,1
QBER_Value,Attack_detected
0.496843,0
QBER_Value,Attack_detected
0.514262,1
QBER_Value,Attack_detected
0.496713,0
QBER_Value,Attack_detected
0.514665,1
QBER_Value,Attack_detected
0.523753,0
QBER_Value,Attack_detected
0.491974,1
QBER_Value,Attack_detected
0.508106,0
QBER_Value,Attack_detected
0.483137,1
QBER_Value,Attack_detected
0.501001,0
QBER_Value,Attack_detected
0.514286,1
QBER_Value,Attack_detected
0.511191,0
QBER_Value,Attack_detected
0.500397,1
QBER_Value,Attack_detected
0.493554,0
QBER_Value,Attack_detected
0.499395,1
QBER_Value,Attack_detected
0.534169,0
QBER_Value,Attack_detected
0.499197,1
QBER_Value,Attack_detected
0.511711,0
QBER_Value,Attack_detected
0.505338,1
QBER_Value,Attack_detected
0.510874,0
QBER_Value,Attack_detected
0.509134,1
QBER_Value,Attack_detected
0.498391,0
QBER_Value,Attack_detected
0.509434,1
QBER_Value,Attack_detected
0.497008,0
QBER_Value,Attack_detected
0.497563,1
QBER_Value,Attack_detected
0.497942,0
QBER_Value,Attack_detected
0.488466,1
QBER_Value,Attack_detected
0.503281,0
QBER_Value,Attack_detected
0.493574,1
QBER_Value,Attack_detected
0.506721,0
QBER_Value,Attack_detected
0.501807,1
QBER_Value,Attack_detected
0.505051,0
QBER_Value,Attack_detected
0.485241,1
QBER_Value,Attack_detected
0.497598,0
QBER_Value,Attack_detected
0.514071,1
QBER_Value,Attack_detected
0.521987,0
QBER_Value,Attack_detected
0.510989,1
QBER_Value,Attack_detected
0.489345,0
QBER_Value,Attack_detected
0.51273,1
QBER_Value,Attack_detected
0.496524,0
QBER_Value,Attack_detected
0.484548,1
QBER_Value,Attack_detected
0.515251,0
QBER_Value,Attack_detected
0.513783,1
QBER_Value,Attack_detected
0.4972,0
QBER_Value,Attack_detected
0.503255,1
QBER_Value,Attack_detected
0.507298,0
QBER_Value,Attack_detected
0.489453,1
QBER_Value,Attack_detected
0.498339,0
QBER_Value,Attack_detected
0.492986,1
QBER_Value,Attack_detected
0.497143,0
QBER_Value,Attack_detected
0.515493,1
QBER_Value,Attack_detected
0.492394,0
QBER_Value,Attack_detected
0.513776,1
QBER_Value,Attack_detected
0.508203,0
QBER_Value,Attack_detected
0.523887,1
QBER_Value,Attack_detected
0.512748,0
QBER_Value,Attack_detected
0.489796,1
QBER_Value,Attack_detected
0.506931,0
QBER_Value,Attack_detected
0.495249,1
QBER_Value,Attack_detected
0.519038,0
QBER_Value,Attack_detected
0.510554,1
QBER_Value,Attack_detected
0.495173,0
QBER_Value,Attack_detected
0.499392,1
QBER_Value,Attack_detected
0.502603,0
QBER_Value,Attack_detected
0.497235,1
QBER_Value,Attack_detected
0.491016,0
QBER_Value,Attack_detected
0.504407,1
QBER_Value,Attack_detected
0.486287,0
QBER_Value,Attack_detected
0.490126,1
QBER_Value,Attack_detected
0.507828,0
QBER_Value,Attack_detected
0.497811,1
QBER_Value,Attack_detected
0.484298,0
